account_id,date,type,operation,amount,balance,k_symbol,bank,account
10079,1998-12-31,INCOME,,118.1,22377.2,INTEREST,,
10093,1998-12-31,INCOME,,209.4,55178.2,INTEREST,,
10105,1998-12-31,INCOME,,320.1,72452.6,INTEREST,,
9333,1998-12-31,INCOME,,222.4,70803.2,INTEREST,,
10131,1998-12-31,INCOME,,41.7,12291.7,INTEREST,,
9307,1998-12-31,INCOME,,323.6,111644.5,INTEREST,,
10345,1998-12-31,INCOME,,82.3,20975.7,INTEREST,,
10134,1998-12-31,INCOME,,290.9,54589.7,INTEREST,,
10148,1998-12-31,INCOME,,273.3,64879.2,INTEREST,,
10152,1998-12-31,INCOME,,79.9,46727.8,INTEREST,,
9433,1998-12-31,INCOME,,151.0,35673.3,INTEREST,,
9265,1998-12-31,INCOME,,173.3,85904.4,INTEREST,,
9353,1998-12-31,INCOME,,122.5,31535.3,INTEREST,,
10220,1998-12-31,INCOME,,109.0,37790.2,INTEREST,,
9235,1998-12-31,INCOME,,269.6,74808.9,INTEREST,,
10233,1998-12-31,INCOME,,145.0,27021.1,INTEREST,,
9263,1998-12-31,INCOME,,80.3,32233.8,INTEREST,,
10243,1998-12-31,INCOME,,301.7,45860.1,INTEREST,,
9242,1998-12-31,INCOME,,150.0,44455.7,INTEREST,,
10343,1998-12-31,EXPENSE,WITHDRAWAL,41.1,-6979.7,PENALTY INTEREST,,
10257,1998-12-31,INCOME,,242.2,83199.6,INTEREST,,
9241,1998-12-31,INCOME,,106.2,27213.1,INTEREST,,
10280,1998-12-31,INCOME,,322.1,94207.5,INTEREST,,
9236,1998-12-31,INCOME,,283.5,109183.0,INTEREST,,
10297,1998-12-31,INCOME,,314.3,77686.6,INTEREST,,
10202,1998-12-31,INCOME,,133.4,33737.6,INTEREST,,
9424,1998-12-31,INCOME,,151.8,40314.3,INTEREST,,
9491,1998-12-31,INCOME,,294.6,50525.5,INTEREST,,
10364,1998-12-31,INCOME,,244.9,50990.9,INTEREST,,
9828,1998-12-31,INCOME,,197.0,38073.3,INTEREST,,
9484,1998-12-31,EXPENSE,WITHDRAWAL,0.7,11369.2,PENALTY INTEREST,,
9484,1998-12-31,INCOME,,29.6,11370.6,INTEREST,,
9472,1998-12-31,INCOME,,193.1,53902.0,INTEREST,,
9833,1998-12-31,INCOME,,183.7,37755.9,INTEREST,,
9859,1998-12-31,INCOME,,267.4,49075.4,INTEREST,,
10361,1998-12-31,INCOME,,58.3,13413.9,INTEREST,,
9869,1998-12-31,INCOME,,363.0,85701.4,INTEREST,,
9883,1998-12-31,INCOME,,117.9,45968.2,INTEREST,,
9455,1998-12-31,INCOME,,271.6,62397.8,INTEREST,,
9337,1998-12-31,INCOME,,57.7,30055.9,INTEREST,,
10018,1998-12-31,INCOME,,75.3,28177.1,INTEREST,,
10065,1998-12-31,INCOME,,373.8,93433.2,INTEREST,,
10320,1998-12-31,INCOME,,164.1,41848.9,INTEREST,,
9928,1998-12-31,INCOME,,288.2,66212.2,INTEREST,,
9422,1998-12-31,INCOME,,234.2,39605.7,INTEREST,,
9225,1998-12-31,INCOME,,311.0,88540.0,INTEREST,,
10001,1998-12-31,INCOME,,335.6,78919.8,INTEREST,,
9403,1998-12-31,INCOME,,113.0,26220.2,INTEREST,,
10005,1998-12-31,INCOME,,197.2,53811.1,INTEREST,,
10022,1998-12-31,INCOME,,267.6,66172.6,INTEREST,,
9377,1998-12-31,INCOME,,143.5,43012.0,INTEREST,,
9227,1998-12-31,INCOME,,62.7,15191.9,INTEREST,,
10049,1998-12-31,INCOME,,97.2,14448.9,INTEREST,,
10063,1998-12-31,INCOME,,259.1,50284.1,INTEREST,,
9826,1998-12-31,INCOME,,218.0,45441.0,INTEREST,,
9897,1998-12-31,INCOME,,210.4,45652.2,INTEREST,,
1425,1998-12-31,INCOME,,213.3,52187.4,INTEREST,,
1341,1998-12-31,INCOME,,71.0,17585.9,INTEREST,,
1447,1998-12-31,INCOME,,114.6,19511.9,INTEREST,,
1429,1998-12-31,INCOME,,126.8,29480.2,INTEREST,,
1347,1998-12-31,INCOME,,52.9,13060.0,INTEREST,,
1352,1998-12-31,INCOME,,254.7,63418.1,INTEREST,,
1414,1998-12-31,INCOME,,152.3,37587.8,INTEREST,,
1422,1998-12-31,INCOME,,164.3,38150.4,INTEREST,,
1403,1998-12-31,INCOME,,88.6,25214.2,INTEREST,,
1418,1998-12-31,INCOME,,112.5,31361.4,INTEREST,,
1411,1998-12-31,INCOME,,395.8,98187.5,INTEREST,,
1434,1998-12-31,INCOME,,88.6,22086.0,INTEREST,,
1368,1998-12-31,INCOME,,55.7,12590.2,INTEREST,,
1340,1998-12-31,INCOME,,95.6,23518.5,INTEREST,,
1355,1998-12-31,INCOME,,231.6,58296.1,INTEREST,,
1348,1998-12-31,INCOME,,215.3,52325.0,INTEREST,,
1373,1998-12-31,INCOME,,69.3,15899.3,INTEREST,,
1451,1998-12-31,INCOME,,83.8,21821.2,INTEREST,,
1395,1998-12-31,INCOME,,204.1,51689.3,INTEREST,,
1381,1998-12-31,INCOME,,92.8,20235.3,INTEREST,,
1331,1998-12-31,INCOME,,128.8,19021.8,INTEREST,,
1345,1998-12-31,INCOME,,163.5,53931.8,INTEREST,,
1374,1998-12-31,INCOME,,228.1,37248.0,INTEREST,,
1443,1998-12-31,INCOME,,198.8,42034.9,INTEREST,,
1397,1998-12-31,INCOME,,151.5,43480.0,INTEREST,,
1406,1998-12-31,INCOME,,69.8,16232.6,INTEREST,,
1366,1998-12-31,INCOME,,87.2,23589.5,INTEREST,,
1335,1998-12-31,INCOME,,173.7,47778.5,INTEREST,,
1375,1998-12-31,INCOME,,347.5,84826.0,INTEREST,,
1389,1998-12-31,INCOME,,204.4,63132.5,INTEREST,,
1358,1998-12-31,INCOME,,171.6,38969.8,INTEREST,,
1402,1998-12-31,INCOME,,102.7,23611.5,INTEREST,,
1363,1998-12-31,INCOME,,156.1,31792.8,INTEREST,,
1394,1998-12-31,INCOME,,268.2,66187.9,INTEREST,,
1357,1998-12-31,INCOME,,256.5,62788.2,INTEREST,,
1367,1998-12-31,INCOME,,104.1,24521.2,INTEREST,,
1342,1998-12-31,INCOME,,178.2,37162.3,INTEREST,,
1432,1998-12-31,INCOME,,114.9,22503.4,INTEREST,,
1338,1998-12-31,INCOME,,421.8,108976.6,INTEREST,,
1346,1998-12-31,INCOME,,56.9,12927.6,INTEREST,,
1336,1998-12-31,INCOME,,124.6,23340.9,INTEREST,,
1444,1998-12-31,INCOME,,243.6,58109.4,INTEREST,,
1417,1998-12-31,INCOME,,398.7,102352.6,INTEREST,,
1423,1998-12-31,INCOME,,60.6,14339.1,INTEREST,,
1333,1998-12-31,INCOME,,97.6,25174.8,INTEREST,,
1354,1998-12-31,INCOME,,61.7,13144.3,INTEREST,,
1369,1998-12-31,INCOME,,224.5,54417.7,INTEREST,,
1413,1998-12-31,INCOME,,129.6,33180.7,INTEREST,,
1380,1998-12-31,INCOME,,296.4,68911.5,INTEREST,,
1361,1998-12-31,INCOME,,200.1,50348.6,INTEREST,,
1435,1998-12-31,INCOME,,212.3,54417.4,INTEREST,,
1410,1998-12-31,INCOME,,350.1,86235.1,INTEREST,,
1449,1998-12-31,INCOME,,240.5,58886.1,INTEREST,,
1427,1998-12-31,INCOME,,257.9,53651.5,INTEREST,,
1440,1998-12-31,INCOME,,82.4,20761.4,INTEREST,,
1420,1998-12-31,INCOME,,168.3,42305.1,INTEREST,,
1439,1998-12-31,INCOME,,79.4,19493.5,INTEREST,,
1353,1998-12-31,INCOME,,137.6,40673.5,INTEREST,,
1446,1998-12-31,INCOME,,360.7,93765.5,INTEREST,,
1378,1998-12-31,INCOME,,366.5,99418.5,INTEREST,,
1351,1998-12-31,INCOME,,123.7,29192.7,INTEREST,,
1392,1998-12-31,INCOME,,359.7,64968.8,INTEREST,,
1390,1998-12-31,INCOME,,137.9,33147.7,INTEREST,,
1442,1998-12-31,INCOME,,214.5,54623.9,INTEREST,,
1383,1998-12-31,INCOME,,135.2,32566.2,INTEREST,,
1365,1998-12-31,INCOME,,293.8,71921.4,INTEREST,,
1445,1998-12-31,INCOME,,73.0,15443.3,INTEREST,,
1337,1998-12-31,INCOME,,279.7,68304.6,INTEREST,,
1382,1998-12-31,INCOME,,100.7,24983.6,INTEREST,,
1396,1998-12-31,INCOME,,158.5,33540.7,INTEREST,,
1441,1998-12-31,INCOME,,183.2,42468.0,INTEREST,,
1376,1998-12-31,INCOME,,98.2,23256.7,INTEREST,,
1391,1998-12-31,INCOME,,170.7,42889.0,INTEREST,,
1371,1998-12-31,INCOME,,103.8,25696.6,INTEREST,,
1407,1998-12-31,INCOME,,338.7,74174.8,INTEREST,,
1404,1998-12-31,INCOME,,285.3,58637.3,INTEREST,,
1436,1998-12-31,INCOME,,204.6,50407.2,INTEREST,,
1405,1998-12-31,INCOME,,163.7,39238.8,INTEREST,,
1399,1998-12-31,INCOME,,137.4,37188.4,INTEREST,,
1350,1998-12-31,INCOME,,231.3,54579.3,INTEREST,,
1349,1998-12-31,INCOME,,75.8,16248.3,INTEREST,,
1370,1998-12-31,INCOME,,175.4,39710.3,INTEREST,,
1393,1998-12-31,INCOME,,135.8,32149.0,INTEREST,,
1332,1998-12-31,INCOME,,405.9,95531.6,INTEREST,,
1412,1998-12-31,INCOME,,118.2,31866.7,INTEREST,,
1426,1998-12-31,INCOME,,95.8,23200.6,INTEREST,,
1401,1998-12-31,INCOME,,166.1,41655.8,INTEREST,,
1437,1998-12-31,INCOME,,91.9,22467.2,INTEREST,,
1379,1998-12-31,INCOME,,195.7,47827.3,INTEREST,,
1424,1998-12-31,INCOME,,93.1,21459.5,INTEREST,,
1419,1998-12-31,INCOME,,128.8,31991.8,INTEREST,,
1450,1998-12-31,INCOME,,215.1,53500.2,INTEREST,,
1377,1998-12-31,INCOME,,62.8,15025.0,INTEREST,,
1385,1998-12-31,INCOME,,272.6,69466.6,INTEREST,,
10451,1998-12-31,INCOME,,42.2,13695.0,INTEREST,,
1612,1998-12-31,INCOME,,125.2,45573.7,INTEREST,,
1421,1998-12-31,INCOME,,245.4,65484.6,INTEREST,,
1388,1998-12-31,INCOME,,221.6,63399.6,INTEREST,,
1648,1998-12-31,INCOME,,91.0,20986.8,INTEREST,,
1313,1998-12-31,INCOME,,167.2,41826.2,INTEREST,,
1769,1998-12-31,INCOME,,81.3,18464.2,INTEREST,,
1032,1998-12-31,INCOME,,407.8,99922.0,INTEREST,,
1757,1998-12-31,INCOME,,295.1,44883.1,INTEREST,,
1077,1998-12-31,INCOME,,275.4,98011.2,INTEREST,,
1150,1998-12-31,INCOME,,222.3,47092.9,INTEREST,,
1310,1998-12-31,INCOME,,97.7,17236.5,INTEREST,,
1408,1998-12-31,INCOME,,344.5,91943.6,INTEREST,,
1725,1998-12-31,INCOME,,181.4,27281.1,INTEREST,,
1112,1998-12-31,INCOME,,372.9,84478.1,INTEREST,,
1192,1998-12-31,INCOME,,191.2,44538.5,INTEREST,,
1023,1998-12-31,INCOME,,90.1,41292.1,INTEREST,,
1356,1998-12-31,INCOME,,47.0,14322.2,INTEREST,,
1752,1998-12-31,INCOME,,252.5,70097.0,INTEREST,,
1634,1998-12-31,INCOME,,394.1,100512.1,INTEREST,,
1103,1998-12-31,INCOME,,108.5,31272.8,INTEREST,,
1339,1998-12-31,INCOME,,168.2,34146.3,INTEREST,,
1210,1998-12-31,INCOME,,182.2,44695.2,INTEREST,,
1627,1998-12-31,INCOME,,137.1,32293.2,INTEREST,,
1694,1998-12-31,INCOME,,46.4,9829.9,INTEREST,,
1109,1998-12-31,INCOME,,242.6,63567.0,INTEREST,,
1156,1998-12-31,INCOME,,352.0,86455.0,INTEREST,,
1334,1998-12-31,INCOME,,79.0,19569.2,INTEREST,,
1225,1998-12-31,INCOME,,266.1,66941.1,INTEREST,,
1362,1998-12-31,INCOME,,198.5,61043.6,INTEREST,,
1007,1998-12-31,INCOME,,338.7,79333.0,INTEREST,,
1164,1998-12-31,INCOME,,150.7,22076.8,INTEREST,,
1626,1998-12-31,INCOME,,179.6,46361.3,INTEREST,,
1372,1998-12-31,INCOME,,90.8,22945.6,INTEREST,,
1431,1998-12-31,INCOME,,88.1,20259.6,INTEREST,,
1327,1998-12-31,INCOME,,79.0,19325.1,INTEREST,,
1360,1998-12-31,INCOME,,269.8,62722.4,INTEREST,,
1254,1998-12-31,INCOME,,321.2,96054.4,INTEREST,,
1237,1998-12-31,INCOME,,297.1,59876.9,INTEREST,,
1042,1998-12-31,INCOME,,198.3,49501.8,INTEREST,,
1564,1998-12-31,INCOME,,185.0,39405.3,INTEREST,,
1654,1998-12-31,INCOME,,222.9,40873.1,INTEREST,,
1518,1998-12-31,INCOME,,448.0,114544.4,INTEREST,,
1263,1998-12-31,INCOME,,267.9,73584.3,INTEREST,,
1649,1998-12-31,INCOME,,65.1,19717.5,INTEREST,,
1157,1998-12-31,INCOME,,109.0,31589.6,INTEREST,,
1522,1998-12-31,INCOME,,256.4,60961.0,INTEREST,,
1768,1998-12-31,INCOME,,209.3,51576.7,INTEREST,,
1553,1998-12-31,INCOME,,100.1,21583.7,INTEREST,,
1494,1998-12-31,INCOME,,292.9,79700.6,INTEREST,,
1184,1998-12-31,INCOME,,368.1,94799.7,INTEREST,,
1537,1998-12-31,INCOME,,259.8,70815.9,INTEREST,,
1243,1998-12-31,INCOME,,343.2,110553.1,INTEREST,,
1014,1998-12-31,INCOME,,119.1,23509.2,INTEREST,,
1781,1998-12-31,INCOME,,136.6,30479.3,INTEREST,,
1147,1998-12-31,INCOME,,213.0,55133.2,INTEREST,,
1541,1998-12-31,INCOME,,87.8,17012.6,INTEREST,,
1547,1998-12-31,INCOME,,110.8,49823.9,INTEREST,,
1746,1998-12-31,INCOME,,350.5,54031.8,INTEREST,,
1063,1998-12-31,INCOME,,357.7,89299.9,INTEREST,,
1452,1998-12-31,INCOME,,378.6,102868.2,INTEREST,,
1606,1998-12-31,INCOME,,329.2,79095.7,INTEREST,,
1121,1998-12-31,INCOME,,327.9,82385.8,INTEREST,,
1281,1998-12-31,INCOME,,422.0,101378.1,INTEREST,,
1438,1998-12-31,INCOME,,168.3,42638.4,INTEREST,,
1543,1998-12-31,INCOME,,95.4,23367.9,INTEREST,,
1305,1998-12-31,INCOME,,401.2,107871.6,INTEREST,,
1232,1998-12-31,INCOME,,154.4,34073.4,INTEREST,,
1066,1998-12-31,INCOME,,391.2,79348.9,INTEREST,,
1754,1998-12-31,INCOME,,280.3,59131.8,INTEREST,,
1236,1998-12-31,INCOME,,64.6,15821.7,INTEREST,,
1186,1998-12-31,INCOME,,154.6,35162.3,INTEREST,,
1751,1998-12-31,INCOME,,157.8,37768.3,INTEREST,,
1301,1998-12-31,INCOME,,72.1,16969.9,INTEREST,,
1010,1998-12-31,INCOME,,218.0,48576.5,INTEREST,,
1587,1998-12-31,INCOME,,139.8,42086.6,INTEREST,,
1065,1998-12-31,INCOME,,78.4,20238.3,INTEREST,,
1585,1998-12-31,INCOME,,127.9,30317.1,INTEREST,,
1180,1998-12-31,INCOME,,370.2,84376.3,INTEREST,,
1464,1998-12-31,INCOME,,301.1,42321.1,INTEREST,,
1682,1998-12-31,INCOME,,164.3,38797.2,INTEREST,,
1122,1998-12-31,INCOME,,54.3,13206.3,INTEREST,,
1687,1998-12-31,INCOME,,62.4,15649.4,INTEREST,,
1713,1998-12-31,INCOME,,69.7,17338.4,INTEREST,,
3730,1998-12-31,INCOME,,248.0,60883.7,INTEREST,,
3758,1998-12-31,INCOME,,171.9,41743.8,INTEREST,,
3746,1998-12-31,INCOME,,420.8,104119.5,INTEREST,,
3808,1998-12-31,INCOME,,292.9,77322.8,INTEREST,,
3702,1998-12-31,INCOME,,312.9,79849.8,INTEREST,,
3760,1998-12-31,INCOME,,390.5,111133.6,INTEREST,,
3806,1998-12-31,INCOME,,210.9,54477.8,INTEREST,,
3714,1998-12-31,INCOME,,254.4,80452.2,INTEREST,,
3725,1998-12-31,INCOME,,330.7,80798.8,INTEREST,,
3791,1998-12-31,INCOME,,289.0,58935.2,INTEREST,,
3780,1998-12-31,INCOME,,80.1,18951.2,INTEREST,,
3766,1998-12-31,INCOME,,372.2,107951.6,INTEREST,,
3748,1998-12-31,INCOME,,68.0,16591.8,INTEREST,,
3779,1998-12-31,INCOME,,269.5,59153.3,INTEREST,,
3759,1998-12-31,INCOME,,179.0,44726.4,INTEREST,,
3713,1998-12-31,INCOME,,424.4,109750.6,INTEREST,,
3750,1998-12-31,INCOME,,240.5,60005.7,INTEREST,,
3785,1998-12-31,INCOME,,306.2,64642.1,INTEREST,,
3778,1998-12-31,INCOME,,416.3,96578.5,INTEREST,,
3807,1998-12-31,INCOME,,254.1,56129.6,INTEREST,,
3728,1998-12-31,INCOME,,98.2,30237.5,INTEREST,,
3800,1998-12-31,INCOME,,46.2,10869.7,INTEREST,,
3787,1998-12-31,INCOME,,295.4,81792.8,INTEREST,,
3767,1998-12-31,INCOME,,240.9,62224.3,INTEREST,,
3799,1998-12-31,INCOME,,147.7,28393.5,INTEREST,,
3727,1998-12-31,INCOME,,315.1,78671.5,INTEREST,,
3726,1998-12-31,INCOME,,121.5,66633.3,INTEREST,,
3769,1998-12-31,INCOME,,104.8,22923.6,INTEREST,,
3776,1998-12-31,INCOME,,280.5,72622.6,INTEREST,,
3773,1998-12-31,INCOME,,96.5,23320.2,INTEREST,,
3751,1998-12-31,INCOME,,181.7,51223.8,INTEREST,,
3813,1998-12-31,INCOME,,136.6,26842.0,INTEREST,,
3729,1998-12-31,INCOME,,66.8,16069.5,INTEREST,,
3789,1998-12-31,INCOME,,267.8,46695.8,INTEREST,,
3784,1998-12-31,INCOME,,164.8,39012.4,INTEREST,,
3709,1998-12-31,INCOME,,235.9,52144.7,INTEREST,,
3802,1998-12-31,INCOME,,65.7,16711.0,INTEREST,,
3747,1998-12-31,INCOME,,73.1,17077.6,INTEREST,,
3749,1998-12-31,INCOME,,207.9,60582.1,INTEREST,,
3736,1998-12-31,INCOME,,130.6,31466.9,INTEREST,,
3754,1998-12-31,INCOME,,322.0,77383.8,INTEREST,,
3741,1998-12-31,INCOME,,89.5,21593.8,INTEREST,,
3781,1998-12-31,INCOME,,367.8,100773.7,INTEREST,,
3757,1998-12-31,INCOME,,174.6,33269.4,INTEREST,,
3772,1998-12-31,INCOME,,176.4,43442.6,INTEREST,,
3712,1998-12-31,INCOME,,74.4,18740.1,INTEREST,,
3738,1998-12-31,INCOME,,199.2,51968.5,INTEREST,,
3721,1998-12-31,INCOME,,81.8,19813.5,INTEREST,,
3775,1998-12-31,INCOME,,74.0,19742.0,INTEREST,,
3804,1998-12-31,INCOME,,181.7,39897.5,INTEREST,,
3732,1998-12-31,INCOME,,111.7,26452.4,INTEREST,,
3810,1998-12-31,INCOME,,217.9,52809.0,INTEREST,,
3782,1998-12-31,INCOME,,299.9,75697.5,INTEREST,,
3719,1998-12-31,INCOME,,108.2,25162.1,INTEREST,,
3794,1998-12-31,INCOME,,291.7,75398.7,INTEREST,,
3796,1998-12-31,INCOME,,326.8,74488.0,INTEREST,,
3720,1998-12-31,INCOME,,263.5,65001.7,INTEREST,,
3704,1998-12-31,INCOME,,181.5,42721.8,INTEREST,,
3756,1998-12-31,INCOME,,233.1,69958.3,INTEREST,,
3705,1998-12-31,INCOME,,189.7,38980.6,INTEREST,,
3795,1998-12-31,INCOME,,245.5,61030.3,INTEREST,,
3737,1998-12-31,INCOME,,168.7,40682.3,INTEREST,,
3763,1998-12-31,INCOME,,113.8,29118.3,INTEREST,,
3803,1998-12-31,INCOME,,92.9,24568.0,INTEREST,,
3770,1998-12-31,INCOME,,345.5,75539.9,INTEREST,,
3735,1998-12-31,INCOME,,71.5,15388.0,INTEREST,,
3774,1998-12-31,INCOME,,123.3,32429.0,INTEREST,,
3731,1998-12-31,INCOME,,105.8,25358.7,INTEREST,,
3752,1998-12-31,INCOME,,364.1,89291.8,INTEREST,,
3783,1998-12-31,INCOME,,105.6,23123.0,INTEREST,,
3710,1998-12-31,INCOME,,72.6,17678.0,INTEREST,,
3717,1998-12-31,INCOME,,93.7,27680.2,INTEREST,,
3805,1998-12-31,INCOME,,178.5,41878.9,INTEREST,,
3755,1998-12-31,INCOME,,156.3,30272.6,INTEREST,,
3745,1998-12-31,INCOME,,330.3,55575.0,INTEREST,,
3777,1998-12-31,INCOME,,113.0,27071.1,INTEREST,,
3811,1998-12-31,INCOME,,182.3,43999.5,INTEREST,,
3765,1998-12-31,INCOME,,73.4,16900.6,INTEREST,,
3722,1998-12-31,INCOME,,100.8,27156.5,INTEREST,,
3792,1998-12-31,INCOME,,66.4,16995.5,INTEREST,,
3764,1998-12-31,INCOME,,135.4,33174.2,INTEREST,,
3753,1998-12-31,INCOME,,196.5,48399.4,INTEREST,,
3706,1998-12-31,INCOME,,162.4,34304.1,INTEREST,,
3793,1998-12-31,INCOME,,90.7,25970.1,INTEREST,,
3812,1998-12-31,INCOME,,192.4,46327.1,INTEREST,,
3733,1998-12-31,INCOME,,134.0,24952.5,INTEREST,,
3743,1998-12-31,INCOME,,228.1,63219.2,INTEREST,,
3798,1998-12-31,INCOME,,111.3,28967.9,INTEREST,,
3809,1998-12-31,INCOME,,243.7,60414.5,INTEREST,,
3718,1998-12-31,INCOME,,169.1,41168.6,INTEREST,,
3742,1998-12-31,INCOME,,83.8,17952.9,INTEREST,,
3724,1998-12-31,INCOME,,223.2,32621.5,INTEREST,,
3703,1998-12-31,INCOME,,54.8,12630.2,INTEREST,,
3771,1998-12-31,INCOME,,335.9,94045.6,INTEREST,,
3913,1998-12-31,INCOME,,198.7,53132.5,INTEREST,,
3890,1998-12-31,INCOME,,219.3,50591.3,INTEREST,,
3905,1998-12-31,INCOME,,109.0,28650.1,INTEREST,,
3889,1998-12-31,INCOME,,65.4,15556.7,INTEREST,,
3912,1998-12-31,INCOME,,166.5,42383.4,INTEREST,,
3922,1998-12-31,INCOME,,52.2,11710.4,INTEREST,,
3887,1998-12-31,INCOME,,188.3,44834.2,INTEREST,,
3902,1998-12-31,INCOME,,84.1,18894.0,INTEREST,,
3904,1998-12-31,INCOME,,92.9,22910.6,INTEREST,,
3885,1998-12-31,INCOME,,98.2,25642.5,INTEREST,,
3920,1998-12-31,INCOME,,166.5,69420.4,INTEREST,,
3903,1998-12-31,INCOME,,183.8,50748.5,INTEREST,,
3914,1998-12-31,INCOME,,383.3,98487.5,INTEREST,,
3907,1998-12-31,INCOME,,199.3,45526.9,INTEREST,,
3896,1998-12-31,INCOME,,246.2,68701.4,INTEREST,,
3923,1998-12-31,INCOME,,426.4,114259.8,INTEREST,,
3908,1998-12-31,INCOME,,70.6,18081.1,INTEREST,,
3895,1998-12-31,INCOME,,103.1,29318.8,INTEREST,,
3817,1998-12-31,INCOME,,121.5,28077.5,INTEREST,,
3897,1998-12-31,INCOME,,326.8,87149.7,INTEREST,,
3909,1998-12-31,INCOME,,221.2,55669.2,INTEREST,,
3924,1998-12-31,INCOME,,102.5,24388.4,INTEREST,,
3901,1998-12-31,INCOME,,284.7,59313.0,INTEREST,,
3891,1998-12-31,INCOME,,376.3,86488.5,INTEREST,,
3893,1998-12-31,INCOME,,124.7,28324.5,INTEREST,,
3910,1998-12-31,INCOME,,72.9,15843.1,INTEREST,,
3898,1998-12-31,INCOME,,335.2,81940.1,INTEREST,,
3892,1998-12-31,INCOME,,46.1,11383.4,INTEREST,,
3911,1998-12-31,INCOME,,72.3,17491.8,INTEREST,,
3906,1998-12-31,INCOME,,343.7,93125.8,INTEREST,,
3899,1998-12-31,INCOME,,197.2,44297.0,INTEREST,,
3937,1998-12-31,INCOME,,110.6,28022.8,INTEREST,,
3894,1998-12-31,INCOME,,215.4,52632.8,INTEREST,,
3845,1998-12-31,INCOME,,147.5,44704.8,INTEREST,,
3919,1998-12-31,INCOME,,245.5,57881.1,INTEREST,,
3839,1998-12-31,INCOME,,314.7,77093.3,INTEREST,,
3840,1998-12-31,INCOME,,150.3,35815.3,INTEREST,,
3841,1998-12-31,INCOME,,149.6,36925.8,INTEREST,,
3842,1998-12-31,INCOME,,209.4,50408.7,INTEREST,,
3850,1998-12-31,INCOME,,348.4,91314.3,INTEREST,,
3844,1998-12-31,INCOME,,82.1,20133.7,INTEREST,,
3836,1998-12-31,INCOME,,259.7,67686.4,INTEREST,,
3846,1998-12-31,INCOME,,60.1,14082.4,INTEREST,,
3847,1998-12-31,INCOME,,266.0,67735.6,INTEREST,,
3848,1998-12-31,INCOME,,318.9,80870.1,INTEREST,,
3819,1998-12-31,INCOME,,97.7,25018.2,INTEREST,,
3849,1998-12-31,INCOME,,289.7,74658.4,INTEREST,,
3870,1998-12-31,INCOME,,62.7,13507.4,INTEREST,,
3932,1998-12-31,INCOME,,62.6,17083.9,INTEREST,,
3833,1998-12-31,INCOME,,212.7,85758.9,INTEREST,,
3820,1998-12-31,INCOME,,318.1,77255.1,INTEREST,,
3936,1998-12-31,INCOME,,72.1,17390.6,INTEREST,,
3822,1998-12-31,INCOME,,91.5,17649.3,INTEREST,,
3824,1998-12-31,INCOME,,126.9,33576.7,INTEREST,,
3826,1998-12-31,INCOME,,232.0,57024.5,INTEREST,,
3828,1998-12-31,INCOME,,81.4,19568.5,INTEREST,,
3837,1998-12-31,INCOME,,172.5,36089.1,INTEREST,,
3832,1998-12-31,INCOME,,72.4,16281.7,INTEREST,,
3933,1998-12-31,INCOME,,80.8,14027.7,INTEREST,,
3918,1998-12-31,INCOME,,147.4,37585.6,INTEREST,,
3935,1998-12-31,INCOME,,193.6,43784.3,INTEREST,,
3834,1998-12-31,INCOME,,109.8,30658.0,INTEREST,,
3934,1998-12-31,INCOME,,84.3,20833.6,INTEREST,,
3835,1998-12-31,INCOME,,148.1,38091.4,INTEREST,,
3851,1998-12-31,INCOME,,154.2,25852.2,INTEREST,,
3830,1998-12-31,INCOME,,149.5,23153.2,INTEREST,,
3877,1998-12-31,INCOME,,359.4,91949.5,INTEREST,,
3926,1998-12-31,INCOME,,191.2,47488.0,INTEREST,,
3871,1998-12-31,INCOME,,242.5,59739.6,INTEREST,,
3872,1998-12-31,INCOME,,184.2,44729.0,INTEREST,,
3916,1998-12-31,INCOME,,64.7,14906.1,INTEREST,,
3874,1998-12-31,INCOME,,235.9,53948.6,INTEREST,,
3930,1998-12-31,INCOME,,189.0,50460.1,INTEREST,,
3876,1998-12-31,INCOME,,149.4,65884.9,INTEREST,,
3868,1998-12-31,INCOME,,109.5,26828.8,INTEREST,,
3878,1998-12-31,INCOME,,98.6,22635.7,INTEREST,,
3880,1998-12-31,INCOME,,153.8,34408.1,INTEREST,,
3881,1998-12-31,INCOME,,127.5,33206.2,INTEREST,,
3925,1998-12-31,INCOME,,120.4,28263.2,INTEREST,,
3915,1998-12-31,INCOME,,261.6,55907.1,INTEREST,,
3882,1998-12-31,INCOME,,135.6,33812.9,INTEREST,,
3875,1998-12-31,INCOME,,248.1,57909.8,INTEREST,,
3818,1998-12-31,INCOME,,244.7,62199.8,INTEREST,,
3852,1998-12-31,INCOME,,64.9,15355.8,INTEREST,,
3854,1998-12-31,INCOME,,114.3,27499.5,INTEREST,,
3855,1998-12-31,INCOME,,124.2,22703.1,INTEREST,,
3856,1998-12-31,INCOME,,66.7,13936.1,INTEREST,,
3857,1998-12-31,INCOME,,84.9,19623.0,INTEREST,,
3860,1998-12-31,INCOME,,134.4,33202.8,INTEREST,,
3865,1998-12-31,INCOME,,164.3,33182.1,INTEREST,,
3862,1998-12-31,INCOME,,318.0,56200.1,INTEREST,,
3869,1998-12-31,INCOME,,379.0,115662.8,INTEREST,,
3917,1998-12-31,INCOME,,236.9,64492.3,INTEREST,,
3927,1998-12-31,INCOME,,171.4,43036.7,INTEREST,,
